videoId,title,author,viewCount,likes,dislikes,tags,lengthSeconds,IsEducational
Q0jeohWnmAQ,"250,000 Dominoes - The Incredible Science Machine: GAME ON!",Hevesh5,56198336,462406.0,28591.0,"250000 dominoes,250000 dominoes the incredible science machine,the incredible science machine,the incredible science machine game on,board games in domino,ism 2017 domino,video games in domino,domino game,sports in domino,250000 dominoes the incredible science machine game on,domino,dominos,dominoes,hevesh5,domino tricks,games,insane domino tricks,Domino Rally (Brand),chain reaction,rube goldberg,rube goldberg machine,marble run,ドミノ,домино,각설탕,Pitagora,Suichi",886.0,0.0
a5ZwNfzusLQ,Greatest Trick Plays in Baseball History,Savage Brick Sports,11690575,28211.0,3993.0,"fb,Nfl,amazing,highlight,highlights,sports,offense,defense,game,best,2017,2018,baseball,mlb,trick play,funny,hidden ball trick,plays,baseball trick play,bloopers,trick plays,trick,play,compilation,playback,mlb trick plays,blooper,fake outs,moonfire,comedy,fake out,interesting,fake,collection,mlb hidden ball tricks,carson,cnc,college,maryville,newman,mc,final out,epic,bush league,pitching,pick off move,worst,fumble",416.0,0.0
i1AHCaokqhg,4-2: The History of Super Mario Bros.' Most Infamous Level,Summoning Salt,5026209,98102.0,4789.0,"speedrun,speed run,world record,world record progression,world record history,speedrun history",1230.0,0.0
9tnLXvr6cLM,Praggnanandhaa vs Vishy Anand | Tata Steel Chess India Blitz 2018,ChessBase India,7168792,46194.0,3957.0,"chessbaseindia,interviews,chesstraining,improvechess,tschessindia,kolkatachess,Praggnanandhaa,vishy anand,chessbase",826.0,0.0
wlk1DLm-BjU,Bobby Fischer wins with the Fischer-Sozin Attack in 17 moves,ChessNetwork,514407,7145.0,157.0,"bobby fischer,robert james fischer,robert fischer,fischer-sozin attack,bobby fischer vs peter dely,fischer vs dely,fischer vs dely 1967,fischer's best chess games,chess,chessnetwork,chess network,great chess games,bobby fischer chess,bobby fischer chess games,peter dely,peter dely chess games,peter dely chess",458.0,0.0
q9tYsvRg1as,3 Most Aggressive Chess Gambits 👿 with GM Damian Lemos,iChess.net,40502,375.0,28.0,"chess,chess videos,chess course,chess lecture,openings,best chess openingschess openings for black,chess openings for white,beginner chess videos,chess opening videos,kingscrusher,chessnetwork,thechesswebsite,simon williams,GingerGM,kasparov,matojelic,chessexplained,fischer,karpov,carlsen,chessbrah,chess960,chess24,chess game",1861.0,0.0
gIR65Mz8mHQ,"Garry Kasparov ""sacrifices"" both bishops",ChessNetwork,738149,9614.0,269.0,"garry kasparov,kasparov vs portisch,kasparov vs portisch 1983,garry kasparov vs lajos portisch,garry kasparov chess,best chess player,best chess games,kasparov's double bishop sacrifice,best chess player in the world,best chess player of all time,best chess player in history,garry kimovich kasparov,kasparov chess,kasparov chess games,lajos portisch,lajos portisch chess games,king walk chess,chess king walks,chess,chessnetwork,chess network",770.0,0.0
7UeRnuGo-pg,Python - 2019 Action plan to learn it - Step by step,Hitesh Choudhary,181133,5633.0,249.0,"Programming,LearnCodeOnline,python 3,python tutorial,python web scraping,django hitesh,django python,machine learning python,machine learning projects in python,Machine learning,beautiful soup,python libraries,numpy python tutorial,numpy python,pandas python,matplotlib python,matplotlib python tutorial,python,python 2019,learn python,python for beginners",1529.0,1.0
zORUUqJd81M,Why does the universe exist? | Jim Holt,TED,3852883,38915.0,9655.0,"TEDTalk,TEDTalks,TED Talk,TED Talks,TED,Jim Holt,philoshophy",1042.0,
q7prQTS_N3Y,How Far Away Is It - 10 - The Milky Way (1080p),David Butler,507085,4834.0,232.0,"howfarawayisit,\How far away is it\,\David Butler\,\Miky Way\,Galaxy,\galactic center\,\black hole\,\galactic disk\,\galactic halo\,\spiral arms\,Hubble,Spitzer,Chandra,\galactic buldge\,Sagittarius,UCLA,Keck,\Max Plank\,singularity,gravity,Schwarzschild,\event horizon\,\accretion disk\,gamma-ray,Perseus,Orion,Norma,Sharpley,\Dark Matter\,ESO,telescope,STEM",1200.0,
1-JAx3nUwms,A Brief History of Pi,Simon Clark,238299,7106.0,178.0,"pi,math,maths,mathematics,history,history of math,history of maths,history of mathematics,archimedes,transcendental,liu hui,madhava,ramanujan,al khwarizmi,leibniz,infinite series,algebra,place value notation,ancient greeks,babylonians,ancient greek maths,ancient greek math,indian math,indian mathematics,approximation,method of exhaustion,Pi day,why pi is 3.14,pi day,secrets of pi,why pi is constant,what is pi,simon clark,how pi was discovered",1007.0,
8FHBh_OmdsM,"Artificial Intelligence, the History and Future - with Chris Bishop",The Royal Institution,230268,2808.0,151.0,"Ri,Royal Institution,chris bishop,artificial intelligence,science,computing,computer science,machine learning,neural networks,algorithsm",3682.0,1.0
d0yGdNEWdn0,How to learn any language in six months | Chris Lonsdale | TEDxLingnanUniversity,TEDx Talks,15615728,244222.0,6962.0,"TEDxLingnanUniversity,Lingnan,CEAL,Chris Lonsdale,Language (Philosophical Subject),tedx talk,English,ted talk,Beautiful,Language Education (Website Category),ted x,tedx,ted talks,tedx talks,TEDx,Language Acquisition (Website Category),CEAL ELSS,Hong Kong,ted",1107.0,
w7BMaG3zyVo,Elon Musk says Australia’s energy emergency is easily fixable - Part one | 60 Minutes Australia,60 Minutes Australia,1330382,11517.0,1245.0,"crisis over energy supply and cost,Australian energy crisis,power crisis,electricity,gas,bill shock,power prices,Elon Musk,world’s largest lithium ion battery,Jamestown,South Australia,Liz Hayes,Grace Tobin,60 Minutes,60 Minutes Australia",849.0,0.0
LIEuU8CZjGQ,Historical Tactical Snooker Battle!!! Ronnie O'Sullivan v Judd Trump 1080p,Snooker Planet,12354125,43326.0,4731.0,"billiard,billiards,snooker,snooker planet,Snooker Battle,Ronnie O'Sullivan,Judd Trump",1705.0,0.0
wcKyq-e-Soo,7 Amazing Science Gadgets!,brusspup,5633469,71614.0,3871.0,"brusspup,bruspup,brussup,brasspup,science,tricks,physics,awesome,amazing,cool,learn,teach,eulers disk,vortex dome,maxwells wheel,helicone,hypnogizmo,incredible,swinging sticks",422.0,0.0
tI8ijLpZaHk,What is API ?,Hitesh Choudhary,600787,12632.0,801.0,"Programming,computers,code,hacking,information,Security,iOS,iPhone,udemy,online-courses,coupons,free-coupons,udemy-coupons,udemy-courses,iphone,API,What is API,Application programming Interface,google API,Facebook API,Application Programming Interface (Literature Subject),Technology (Industry),education,learning,what is an api,api testing,what is api testing,api management,api best practices,api framework,api gateway,api integration,rest api,api security",618.0,1.0
HEdPX8pt_DQ,The Rise and Fall of Java,The Science Elf,655840,12541.0,1771.0,"java,internet,javascript,programming,world wide web,netscape,jvm,compiler,sun microsystems,programming language,rise and fall,history,computer,technology",638.0,0.0
pkdgVYehiTE,Frontend vs Backend vs Fullstack Web Development - What should you learn?,Academind,90896,2959.0,43.0,"frontend web development,frontend,backend web development,backend,fullstack,javascript,html,css,node,node.js,frontend vs backend",1060.0,1.0
7bE2mI4ePeU,10 Programming Languages in ONLY 15 minutes!,Stefan Mischook,326558,8066.0,459.0,"programming languages explained,programming languages roundup",914.0,0.0
aJdUVRAKmB8,Kasparov Has 51 Second against Nakamura's 5 Min 57 Second Amazing Nail biting Game.,GM CHESS LESSONS,1812297,7171.0,673.0,"Amazing Nail biting Game.,Kasparov Has 51 Second against Nakamura's 5 Min 57 Second,Kasparov,Has 51 Second against Nakamura's,Nakamura vs kasparov rapid 2017,saint louis 2017 rapid game,nakamura blitz,chess moves,matajolic,chess network",550.0,0.0
G2_Q9FoD-oQ,"158,962,555,217,826,360,000 (Enigma Machine) - Numberphile",Numberphile,3674136,48214.0,708.0,"enigma,enigma machine,nazis,germany,code,Nazi Germany (Country),world war 2,ww2,wwII,cryptography",712.0,
XF3P3KRn7EM,The Magnus Effect - Creating Something Out Of Nothing,agadmator's Chess Channel,575129,5843.0,205.0,"agadmator,chess,best chess channel,best youtube chess channel,tata steel,tata steel agadmator,tata steel chess,tata steel 2018,tata steel live chess,agadmator mamedyarov,carlsen tata steel,caruana tata steel,anand tata steel,anand vs caruana,agadmator video,best game tata steel,mamedyarov vs adhiban,agadmator germany,agadmator vacation,carlsen vs jones,carlsen blunders a piece,carelsen vs so,magnus carlsen vs wesley so,carlsen vs do agadmator",1154.0,0.0
rc57xiKQal8,Anand spends 1:43 mins on 4th Move in Blitz and Wins!,agadmator's Chess Channel,274209,3861.0,78.0,"agadmator,chess,viswanathan anand zee tamil,viswanathan anand chess game,viswanathan anand games,viswanathan anand 2017,viswanathan anand blitz,viswanathan anand defeated magnus carlsen,viswanathan anand world championship match,viswanathan anand best,viswanathan anand best game ever,viswanathan anand blitz chess,viswanathan anand beat garry kasparov,viswanathan anand chess video,anand vs smirin,anand 1:43,anand move 4",480.0,0.0
kE7D7qFayVg,Greatest Sports Moments - M83 Outro (HD),LeBreton,5340938,51844.0,2690.0,"nba best,michael jordan,phelps,federer,nadal,best of sports,great moment sport,m83 sport,babe ruth,compilation sport,kobe bryant,nfl,mlb,nba,dunk,golf,tiger woods,usain bolt,sprint",790.0,0.0
X5846PYLWIY,Only Carlsen can find the Re7 winning move in few seconds against Caruana,GM CHESS LESSONS,584122,2484.0,270.0,"Only Carlsen can find the Re7 winning move in few seconds against carlsen,carlsen,caruana,tiebreak game 1,magnus carlsen",309.0,0.0
DxbMzZ5a2Zg,A Thriller!!! (Anand Vs Kasparov - 1996 Blitz Chess Final),GJ_Chess,1710332,6218.0,567.0,"Anand Vs Kasparov,Garry Kasparov,Anand Blitz,Kasparov blitz,Kasparov funny,Vishwanathan Anand",685.0,0.0
pynDvIsLoU0,Ronaldinho: 14 Ridiculous Tricks That No One Expected,Real Madrid Albania,34666076,211469.0,15059.0,"ronaldinho,gaucho,brazil,barcelona,psg,milan,skills,skill,goals,goal,best,moments,tricks,freestyle,training,amazing,legend,zidane,ronaldo,messi,passes,assist,assists,creative,forget,cristiano,real,madrid,england,free,kick,bicycle,smile,craziest,crazy,las,los,mejores,goles,de,neymar,del,meilleur,buts,foot,Роналдиньо,小羅,रोनाल्डिन्हो,ロナウジーニョ,اهداف,مهارات,رونالدينهو,chelsea,most,rabona,cano,back,nutmeg,no,look,petit,pont,dribbling,dribbles,history,ever",602.0,0.0
MHTa3aDczCk,Don't Lose in Six like Anand; Know your Openings! - GM Alejandro Ramirez - 2015.05.03,Saint Louis Chess Club,473840,4335.0,260.0,,1372.0,0.0
wKpZXVz-Jvs,Look at this Cruel game of Carlsen he crushed Wang hao in alpha Zero style,GM CHESS LESSONS,90519,439.0,33.0,Look at this cruel game of Carlsen he crushed Wang hao in alpha Zero style,434.0,0.0
QoqohmccTSc,50 Entrepreneurs share priceless advice,Blockshelf,2026862,28974.0,494.0,"Entrepreneurship (Field Of Study),Entrepreneur (Profession),investing,entrepreneur,business,marketing,social media,Website (Industry)",1120.0,0.0
qiN67V5q3C4,What a 15-year-old meth addict taught me about leadership | Brian Fretwell | TEDxBoise,TEDx Talks,1601337,34856.0,1412.0,"TEDxTalks,English,Life,Change,Drugs,Leadership,Personal growth,Self improvement,Teaching,Youth",878.0,
w-eX4sZi-Zs,Warren Buffett - The World's Greatest Money Maker,TradingCoachUK,2357220,14754.0,1020.0,"Wall street,fx,forex,stocks,commodities,gold,oil,trader,warren buffet,movies,music,minecraft,how to make money,secret,finance,education,documentry,wall street wariors,billionaire,millionaire,stock,trading,market,analysis,tim sykes,forbes,rich list,fast money,bloomberg,cnbc,options,investments,live trading,history,top 10,top 50,Donald trump,illuminati,exposed,2018,secrets,documentary,trillionaire",3543.0,0.0
Nn-_8IniOVk,How Did ISRAEL Become The Country of START-UPS? - VisualPolitik EN,VisualPolitik EN,244504,6258.0,569.0,"VISUALPOLITIK EN,SIMON WHISTLER,israel,israel economy,israel start up,tel aviv,jerusalem,netanyahu,palestine,jordan,entrepeneur,development,economic growth,startup nation,microsoft israel,israeli companies,israel nasdaq,innovation,tech companies,idf,israel defense forces,capitalism,venture capital,economic miracle,startups,middle east,rothschild,economic success",574.0,0.0
QaoVWtLX038,Validate your business idea: THE LEAN STARTUP by Eric Ries,Productivity Game,77972,1554.0,23.0,"How to be more productive,The Lean Startup by Eric Ries,Lean Startup Book,Lean Startup Book Review,Lean Startup Book Summary,Animated Book Review,Animated Book Summary,Lean Startup PDF,Lean Startup Book PDF,How to start a business,How to do innovative work,The lean startup review,Starting a business,The lean startup by eric ries animated core message",529.0,0.0
cC0KxNeLp1E,The hilarious art of book design | Chip Kidd,TED,706163,20542.0,834.0,"Chip Kidd,creativity,design,humor,literature,TED2012,TED,TEDTalk,TEDTalks,TED Talk,TED Talks,books,reading,book design,book lover,book cover,Funny",1037.0,
MmfikLimeQ8,Programming your mind for success | Carrie Green | TEDxManchester,TEDx Talks,6199256,82605.0,2841.0,"tedx,2 March 2014,ted x,tedx talks,University of Manchester,Female Entrepeneur Association,tedx talk,Carrie Green,ted talk,ted,TEDx,Manchester,ted talks",932.0,
MdZAMSyn_As,The Skill of Humor | Andrew Tarvin | TEDxTAMU,TEDx Talks,3730988,71899.0,1972.0,"TEDxTalks,English,United States,Life,Humor,Speech",1157.0,
677ZtSMr4-4,Startup Funding Explained: Everything You Need to Know,The Rest Of Us,1342385,41153.0,518.0,"Startup,Calpital Raise,Stock Market,Investment,Series A,Seed Capital,Initial Public Offering,IPO,Company,Shares,Vision,Valuation,Post-Money Valuation,Pre-Money Valutation,Go Public,Incorporate,Logo Design,Share Vesting,Lockup Period",566.0,1.0
bKjH8WhSu_E,MongoDB in 18 Minutes - Intro to MongoDB,Caleb Curry,69699,1204.0,26.0,"MongoDB,intro to mongodb,introduction to mongodb,mongodb tutorial,tutorial,mongo,db,nosql,calebcurry,calebthevideomaker2,caleb,curry,database,mongo db tutorial,mongo tutorial",1062.0,1.0
KMX1mFEmM3E,Angular vs React.js vs Vue.js - My Thoughts!,Academind,686961,9573.0,505.0,"angular,angular 2,angular 4,react.js,vue.js,angular vs react,angular vs vue,comparison",929.0,1.0
LooL6_chvN4,REST API & RESTful Web Services Explained,Clever Techie,391622,6913.0,151.0,"what is rest api,rest api,restful web services,rest api example,restful web services tutorial,rest,restful,rest api definition,rest api meaning,what is rest service,meaning of rest,what is a rest api,rest endpoint,rest endpoint url,rest tutorial,what is rest web service,what is rest services,rest api tutorial,rest vs restful,rest api client,rest endpoint example,restful web api,resstful api",933.0,1.0
0NAvTEQ9eXQ,"Meet Abu Azrael, ‘Iraq’s Rambo’, the most renowned fighter in Iraq",FRANCE 24 English,14833406,62557.0,10843.0,"REPORTERS,france24,news,international,world,reporting,Iraq,Iran,Islam,azrael,rambo’,abu,breaking news,world news,latest news,youtube news,live news,live,report,news 24,france news,news france,french,breaking,latest,news report,news footage,france24 news,france 24,france 24 live,24 live news,24 news,Abu Azrael,Shiite,Militiamen,Rambo,Jihad,Fighter,Islamic State Of Iraq And Syria (Organization),Syria (Country),Shia Islam (Religion),Politics (TV Genre)",761.0,0.0
Qmla9NLFBvU,The Future of Farming & Agriculture,The Daily Conversation,758184,9429.0,425.0,"agriculture,Future of Farming,Farming,Future,TDC,documentary,united states,canada,europe,australia,africa,brazil,drones,4k,cubesats,vertical farms,cultured meats,GMO,crispr,biology,chemistry,engineering,livestock,food,robots,elon musk,tesla,farm,California,genetics,pigs,china,japan,uk,new york,aquaculture,insect,protein,feed,world,humans,top 10,educational,news,politics,cnn,vox,vice,donald trump,science,technology,farming simulator,history,latest news,education,fish,organic",749.0,0.0
fvPddKyHxpQ,Part 1   How to find nth highest salary in sql,kudvenkat,916237,3808.0,129.0,"sql query to find second highest salary of employee,nth highest salary in sql,sql server interview questions and answers,for freshers,for experienced,3 years experience",705.0,1.0
SWZ_4YBFBhs,React.js vs Angular vs Vue,Academind,96433,2074.0,51.0,"react,react.js,reactjs,angular,angular 2,angular 4,angular 5,angular 6,vue,vue.js,vuejs,angularjs,angular.js,react vs angular,angular vs react,angular vs react vs vue,react vs angular vs vue,comparison",1403.0,1.0
uD3p_rZPBUQ,An Introduction To NoSQL Databases,Traversy Media,95624,2605.0,37.0,"nosql,nosql database,nosql vs relational,relational databases,document databases,database,databases,mongodb,couchdb,key value stores,nosql tutorial",941.0,1.0
r6UcW9xLxwo,"CGI **Multi-Award Winning** Animated Shorts : ""Ascension"" - by Ascension le Film",TheCGBros,1704508,17070.0,2089.0,"TheCGBros,CG,3D,VFX,FX,Effects,Animation,Shorts,GFX,Motion,Capture,MoCap,Computer,Digital,Art,Modeling,Ascension,Computer-generated Imagery (Film Company Role Or Service)",430.0,0.0
CMGpPI0QocY,🔥 LIKE A BOSS 🔥 2018 Compilation #2,I'veGOT7,21307311,173230.0,12771.0,"LIKE A BOSS,Like a boss,Like a man,Boss,Like a boss compilation 2018,Like a boss 2018 compilation,2018 compilation,ivegot7,I'veGOT7,Thug life 2018 compilation",410.0,0.0
GhlLtd19szw,Stairway To Heaven's Mysterious Measures - The Bridge Rhythm Explained,Signals Music Studio,944629,24068.0,791.0,"jake lizzio,dole mansion,free lesson,guitar lesson,cool guitar,play solos,how to play guitar,stairway,stairway to heaven,stairway lesson,stairway to heaven bridge,stairway to heaven rhythm,stairway to heaven timing,bridge section stairway,rhythm analysis,rhythm music theory,music essay,confusing rhythms,downbeats,upbeats,syncopation,led zeppellin analysis,song analysis,music theory analysis,classic rock analysis,led zeppellin,mystery measure",438.0,0.0
CIx0a1vcYPc,"Sci-Fi Short Film ""Wire Cutters"" | Presented by DUST",DUST,557489,10488.0,306.0,"sci-fi,short film,dust,watchdust,filmmakers,science-fiction,CGI,aliens,Wire Cutters,Jack Anderson,robots,karma,greed",540.0,0.0
pasyRUj7UwM,"A 10,958 Solution - Numberphile",Numberphile,1055951,30492.0,537.0,"numberphile,concatenation",407.0,1.0
iphcyNWFD10,The Absurdity of Detecting Gravitational Waves,Veritasium,3476941,87075.0,1734.0,"veritasium,science,physics,ligo,gravitational waves,wave,interferometer,black hole,black holes,interference,gravitational wave,spacetime,laser,detection,detecting,absurdity,detector,gravity,einstein,general theory of relativity,waves",547.0,0.0
DRxAVA6gYMM,163 and Ramanujan Constant - Numberphile,Numberphile,1030758,9744.0,392.0,"number phile,number,numbers,maths,mathematics,mathematical,numerals,count,counting",690.0,1.0
oAHbLRjF0vo,The Better Boarding Method Airlines Won't Use,CGP Grey,3170059,135913.0,3212.0,"cgpgrey,education,hello internet,airlines,flights",572.0,0.0
4fuHzC9aTik,How Hot Can It Get?,Vsauce,12027152,193991.0,2854.0,"highest,possible,temperature,absolute,hot,heat,thermodynamics,weird,wtf,michael,stevens,michael stevens,vsauce,plasma,sun,star,gamma,ray,burst",603.0,0.0
zUrDUxh5xS0,10 Letters We Dropped From The Alphabet,austinmcconnell,2746030,97345.0,2917.0,"alphabet,missing letters,10 letters,missing alphabet letters,video essay,long s,ampersand,thorn,that,eth,ash,ethel,wynn,yogh,eng,letters,mcconnell,austin,austinmcconnell,austin mcconnell,educational",582.0,0.0
ENK245mtPTo,How Did Dinosaurs Get So Huge?,PBS Eons,1248362,25180.0,942.0,"dinosaurs,dinos,paleo,paleontology,scishow,eons,pbs,pbs digital studios,hank green,john green,complexly,fossils,natural history,Supersaurus,Sauroposeidon,Argentinosaurus,Jurassic Period,blue whale,Patagotitan,Paraceratherium,giraffes,rhinos,elephants,dinosaur eggs,baby dinosaur,air sacs,saurischians,theropods,sauropods,ornithischians",371.0,1.0
9KABcmczPdg,The Unbeatable Game from the 60s: Dr NIM,standupmaths,4061973,69803.0,2824.0,"maths,math,mathematics,comedy,stand-up,computer,mechanical,dr nim,nim,bet,game,winning,strategy,plastic,busking,proposition bet,bar game,pub game,challenge,win,money",699.0,0.0
Iy7NzjCmUf0,How the Universe is Way Bigger Than You Think,RealLifeLore,12593250,258988.0,6743.0,"real life lore,real life lore maps,real life lore geography,real life maps,world map,world map is wrong,world map with countries,world map real size,map of the world,world geography,geography,geography (field of study),facts you didn’t know,the universe,how big is the universe,the universe is scary,space,galaxy,milky way,galaxies,existence,existentual crisis,the universe is big,universe is way bigger than you think",628.0,0.0
sj8Sg8qnjOg,The Golden Ratio (why it is so irrational) - Numberphile,Numberphile,1255517,33587.0,491.0,"numberphile,golden ratio,seeds,irrational",913.0,1.0
-eQaF6OmWKw,New Reuleaux Triangle Magic,Mathologer,62872,3024.0,28.0,"Reuleaux,Reuleaux triangle,shapes of constant width,non-circular wheels",1091.0,0.0
A-QgGXbDyR0,Why don't perpetual motion machines ever work? - Netta Schramm,TED-Ed,6880171,126378.0,3181.0,"TED,TED-Ed,TED Education,TED Ed,Netta Schramm,perpetual motion,perpetual motion machine,energy,thermodynamics,Bhaskara the Learned,Robert Boyle,magnet,wheel,renewable energy,first law of thermodynamics,second law of thermodynamics,light bulb,battery,capillary action",331.0,
9hUIxyE2Ns8,[HD] Steve Jobs - iPhone Introduction in 2007 (Complete),DFmedia,4078876,33255.0,904.0,"N2TechGeeks,iNickionel,Apple,iPhone,iPod,Touch,iPad,Mini,Review,Intro,Steve,Jobs,Tim,Cook,App,Store,Keynote,Phil,Schiller,Macworld,Itunes,Imac,Introduction,Ipod Touch,New,Apps,iOS,iPhone-OS,2007,Application,Free,Leopard,Macintosh,Iphone 3gs,Computer,Iphone Ipod,Apple Store,Iphone App,Screen,Air,Generation,Opening,Touch Iphone,Laptop,Classic,Apple Iphone,Unlock,Gameloft,Macbook Air,Apple Ipod,Tablet,smartphone,legend,iPhone 1 keynote,steve presents iphone,original iphone",4750.0,0.0
R2NzN1ew9j0,Pilotseye.tv - Lufthansa Airbus A380 - Departure from San Francisco [English Subtitles],Aviation World,9718605,34184.0,2486.0,"pilotseye.tv,airbus a380,airbus,san francisco,frankfurt,captain raps,departure,take off,aviation,airplane,captain juergen raps,lufthansa",1289.0,0.0
T0Z73Zbtlyg,Worst Company Disasters! | Top 6 Blunders,ColdFusion,3075728,69303.0,2011.0,"Coldfusion,TV,Dagogo,Altraide,Technology,Apple,Google,Samsung,Facebook,Tesla",986.0,0.0
iM_KMYulI_s,Gordon Ramsay's perfect burger tutorial | GMA,Good Morning America,35106142,444091.0,19867.0,"GMA,Good Morning America,ramsay,gordon,burger,cook,how to cook,how to cook a burger,gordon ramsay,gordon ramsay memes,gordon ramsay restaurant,how to cook a burger gordon ramsay",596.0,0.0
RF-Mqs2qC-M,Inside Zedd's $16 Million Mansion That Has a Skittles Machine | Open Door | Architectural Digest,Architectural Digest,28637063,562432.0,18744.0,"dj,home,house,music,musician,tour,zedd,house tour,anton zaslavski,dj zedd,home tour,open door,zedd clarity,zedd tour,zedd songs,zedd interview,zedd music,zedd dj,zedd musician,zedd house,zedd home,zedd stay,zedd stay the night,zedd house tour,zedd find you,zedd open door,zedd 2018,zedd anton zaslavski,anton zaslavski interview,los angeles,celebrity homes,celebrity,homes,architectural digest",555.0,0.0
TclUk6-63QQ,National Geographic Megafactories - Coca-Cola,Rommel Gonzales,5428999,24442.0,2298.0,"coca-cola,national,soda,factory,machine,National,Geographic,softdrink,company,bottlers,mega,automatic,computer",2710.0,0.0
PuSkexkHRb0,What If We Built a Road Around the World?,RealLifeLore,6185240,90630.0,4381.0,"real life lore,real life lore maps,real life lore geography,real life maps,world map,world map is wrong,world map with countries,world map real size,map of the world,world geography,geography,geography (field of study),facts you didn’t know,road,longest road,what if,roads,road around the world,global highway,bering strait bridge,strait of gibraltar bridge,longest road in the world,longest highway",452.0,0.0
79_IsTV8X-c,4 Levels of Spaghetti & Meatballs: Amateur to Food Scientist | Epicurious,Epicurious,10284999,164318.0,10291.0,"meatballs,spaghetti,4 levels,spaghetti and meatballs,spaghetti and meatballs recipe,how to make spaghetti and meatballs,making spaghetti and meatballs,4 levels of,food scientist,meatball recipe,making meatballs,how to make meatballs,make spaghetti and meatballs,amateur chef,professional chef,homemade spaghetti and meatballs,easy spaghetti and meatballs,best spaghetti and meatballs,make meatballs,best meatballs,meatball,amateur cook,epicurious",689.0,0.0
1zdZG6KFM0g,"""I Went To The Other Side!"" A Near Death Experience!  (True Story!)",Strange But True Stories!,1159917,13942.0,1891.0,"NDE,near death experience,obe,heaven,god,near death,death,seeing the light,angels,spiritual awakening,afterlife,religion,being of light,supernatural,spirituality,ascended master,holy spirit,out of body experience,#what happens when we die,strange but true stories,cryptids and monsters,time travel,time,time travel stories,true story",1035.0,0.0
PX5-XyBNi00,Warren Buffet's Life Advice Will Change Your Future (MUST WATCH),Motivation Madness,3955746,37940.0,2174.0,"the video that will change your future,best motivational video ever,best motivational video,change your future,one of the best motivational videos,motivational speeches,motivation for success in life,best motivational speeches,morgan freeman motivation,video advice,video that will change your life,change your life,warren buffet",4615.0,0.0
FXATwX5bVp8,A Simple Test Will Show If You Are a Genuine Introvert,BRIGHT SIDE,5483876,69949.0,18410.0,"your personality,personality test,personality quiz,personality types,personality traits,character,your personality and your brain,reveal the truth,personality test psychology,personality test questions,introvert vs extravert,bright side,introvert,personality type,introvert problems",801.0,0.0
Xjq_ow5DrWY,Tony Robbins: Feeling Lost? How to Find Yourself Again ( Tony Robbins Passion ),Other Live,1741002,24813.0,1421.0,"tony robbins,motivation tony robbins,anthony robbins,tony robbins money,ted tony robbins,law of attraction,motivational video,tony robbins 2017,tony,robbins,talk show,inspiration,inspirational,inspirational video,success,motivational speech,seminar,speech,motivation,relationship,passion,again,find,lost,feeling,feel,yourself",2163.0,0.0
dFT2IKmwyfg,Intermittent Fasting & Hunger - What the Science says,What I've Learned,1596802,36374.0,879.0,"intermittent fasting,hunger,glucagon,insulin,ketosis,keto,low carb,fasting,fast,brain,body,biology,science,explained,ketones,glucose,weight loss,hungry,ketogenic,diet,hgh,what is ketosis,lchf,nutrition,health,insulin resistance,leptin,blood sugar,blood glucose,fasting diet,metabolism,growth hormone,glycogen,healthy,fat,lose fat,build muscle,bdnf,intermittent fasting benefits,ghrelin,hormones,carbs,hungry on IF,carbohydrates,hunger while fasting,too hungry",662.0,0.0
kCC8UIPrASA,Top 30 Unexpected Thug Life Moments,MattyTheFatty,8371865,74323.0,18729.0,"funny,thug life,unexpected thug life",1364.0,0.0
zttC2x9nMEw,Audi Electric Motors Production,Car TV,1718315,11202.0,826.0,"Audi,Electric Motor,Audi Electric Motors Production,Electric Motor Production,Audi Motor Production,Electric Motor Assembly,Electric Motor Plant,Electric Motor factory,New,production,works,manufactory,factory,Assembly Line,plant,Conveyor,Manufacturing,how it's made,Audi Hungaria plant,oddly satisfying,oddlysatisfying",1106.0,0.0
RCXGpEmFbOw,Meet the dazzling flying machines of the future | Raffaello D'Andrea,TED,3482707,59167.0,1466.0,"TED Talk,TED Talks,Raffaello D'Andrea,done,flying machines,autonomous systems",696.0,
bBrUrgNf5y8,7 STRANGEST New Engines,Tech Planet,3813897,28633.0,1809.0,"weird engines,strange engines,see through engines,liquid piston,new engines,new type of engine,opposing piston engine,free energy motor,magnet motor,odd engines,unusual engines,powerful engines,big engines,rotor engines,funny engines,engine breakthrough,engine tech,engine news,engine starting,engine running,spherical engine,homemade engines,most powerful engines,bizzare engine",338.0,0.0
PRSoRkM8GcM,How to SUPER CLEAN your Engine Bay,ChrisFix,22597683,394593.0,16044.0,"how to clean an engine,how to clean an engine bay,engine bay cleaning,superclean,engine superclean,engine bay detailing,engine cleaning,engine detailing,how to clean the engine bay,diy engine cleaning,how to wash your engine",1319.0,0.0
pCON4zfMzjU,Electromagnetic Levitation Quadcopter,Veritasium,1829596,49102.0,849.0,"veritasium,electromagnetic,levitation,science,physics,lenz's law,induction,hyperloop,electromagnetism,induced,eddy currents,current,magnet,magnetism,levitating,lift,repulsion,field,fields,magnetic,emf,flux,changing",379.0,
