videoId,title,author,viewCount,likes,dislikes,tags,lengthSeconds,IsEducational
JT912hDAPro,5 Best Accessories for New MacBook Pro,Incredibles !,175610,1253,179,"macbook accessories,macbook pro accessories,accessories for macbook pro,apple macbook pro accessories,apple macbook accessories,imac accessories,macbook pro 2016,macbook,macbook 2016,macbook pro accessories 2016,apple macbook 2016,apple,macbook pro accessories to buy,best macbook pro accessories,macbook pro 2016 review,macbook pro 16 accessories,apple macbook,macbook pro 16 usb hub,macbook pro 16 stand,macbook pro,2016 macbook pro,incredibles,macbook 1tb",305.0,0
jpZWQ8ebTuA,Macbook Air Unboxing & Review - What You Should Know!,StuffYouShouldBuy,979697,3809,556,"Apple,Macbook,Air,2012,2013,Review,unboxing,unbox,retail,pro,vs,11,13,inch,new,therapy,tpp7tstlpodcasoosyuu,Mac,cover,sleeve,refurbished,ssd,case,used,sale,update,cheap,free,bag,prices,superdrive,discount,refresh,battery,skin,ports,usb,3.0,accessories,specs,buy,next,book,MacBook Air (Computer),Battery (electricity),Mac OS (Operating System)",504.0,0
lw3c5d3aBSE,Il Volo - 'O Sole Mio (Videoclip),IlVoloVEVO,42723945,218269,8727,"Il,Volo,'O,Sole,Mio,Rentor,Geffen,Records,Pop,Il Volo O Sole Mio",217.0,0
nsTMPkPCQzA,Best Moments In Blindfolded Speedruns #3,EZScape,443284,3712,233,"Best,Moments,Blindfold,Blindfolded,Super Mario 64,SM64,any%,speedrun,Biggest,Skips,Glitches,Glitch,Speedrunning,Top 10,Banjo,Spyro,Crash,Jak and Daxter,Legend of Zelda,Link's Awakening,Super,Mario,World,Donkey,Kong,64,Sonic,06,Meat,Boy,Pokemon,Dark,Souls,Legend of Dragoon,Pokemon Stadium 2,Xenogears,Dragon Quest,Final,Fantasy,Gran Turismo,ezscape,luckiest pokemon moments",599.0,0
mcVvM4nhwNs,Teorema fondamentale del calcolo integrale - Videolezione di matematica,StudentiTv,62140,287,53,,425.0,1
5sKah3pJnHI,Root 2 - Numberphile,Numberphile,2695303,34848,646,"root 2,square root of 2,root two,square root,pythagoras,pythogoreans,2 (number),numberphile,number phile,number,numbers,maths,mathematics,mathematical,numerals,count,counting,james grime,singingbanana,roger bowley",529.0,1
KYG6nvG1dyw,TOP 15 MOD PIÙ BELLE DI DRAGON BALL XENOVERSE 2 - [Mod Dragon Ball Xenoverse 2],Chroma,32255,1225,39,"amorhc,chroma,gohan,goku,jiren,dragon ball super,ita,continua,hd,sub ita,vegeta,gotenks,goddex,mod,modder,gioseph,giosephthegamer,feraz,victini,stickman,jicoorer,download,xenoverse 2,zolog,fandom,cavernadiplatone,dragon ball af,dragon ball super multiverse,super multiverse,bulma,beerus,zamasu,gogeta,vegeth,dragon ball,dragon ball gt,muten,marcos revenge,serious sword,yumi,minecraft,dragon block,tuberanza,blaziken,olimpiko900,obogul,fear of unknow,sig,abitante di namecc",906.0,0
3DQATvwX4aI,Il Volo - Grande Amore (Spanish Version) (Videoclip),IlVoloVEVO,21920710,155227,4771,"IL VOLO,IL VOLO Music,IL VOLO Official Video,IL VOLO Video,IL VOLO Video Oficial,IL VOLO Nuevo Video,IL VOLO New Video,Grande Amore (Spanish Version),Grande Amore (Spanish Version) Official Video,Official Video,Grande Amore (Spanish Version) Official Remix Video,Grande Amore (Spanish Version) Single,Single,IL VOLO New Single,IL VOLO Single,IL VOLO Song,Grande Amore (Spanish Version) new song,Grande,Amore,(Spanish,Version),Il Volo Grande Amore",228.0,0
FtbiL1uwC9Y,equazioni differenziali lineari,Claudio Desiderio,4407,45,1,"equazioni differenziali,problema di Cauchy,equazioni differenziali del primo ordine,equazioni differenziali a variabili separabili,variabili separabili,equazioni differenziali lineari del primo ordine,Claudio Desiderio,matematica a colori,flipped classroom,flipped math,www.claudiodesiderio.wordpress.com",1345.0,1
ARP0bpKgvVg,NEW FUSION: Goku UI and Vegeta Beyond SSB VS Zen-Oh Fusion - Dragon Ball Super Xenoverse 2 MOD,Sol Negro,10050008,91876,9772,"ultra instinct,goku last form,vegeta beyond ssb,goku ui and vegeta fusion,dragon ball fusions,goku new transformation,full dragon ball fusions,dragon ball new game,dragon ball news,dragon ball super,dragon ball z,dbs,dbz,dragon ball xenoverse 3,dragon ball xenoverse mods,xenoverse best mods,ultra instinto,dragon ball fusiones,sol negro,sol negro mods,super saiya blue evolution,ssb evolution",337.0,0
xH5whVFwXw4,Macbook Air Unboxing,Piwko,63347,586,67,"macbook,air,macbook air,apple,laptop",328.0,0
XMV3h9F6jq4,Il Volo - Per te ci sarò (Videoclip),IlVoloVEVO,11830562,59025,2239,"Il Volo Music,Il Volo Official Video,Il Volo Video,Il Volo Video Oficial,Il Volo Nuevo Video,Il Volo New Video,Per te ci saro,Per te ci sarò Official Video,Per te ci saro Official Video,Per te ci sarò Official Remix Video,Per te ci sarò Single,Per te ci saro Single,Il Volo New Single,Il Volo Single,Il Volo Song,Per te ci sarò new song,Per te ci sarò nueva canción,Il Volo nueva cancion,Il Volo sencillo,Il Volo nuevo sencillo,Il Volo Per Te Ci Saro",300.0,0
ylJd5sUbANE,"""Practice makes perfect"", and other lies we believe about learning",Eddie Woo,300136,12933,187,"Learning (Quotation Subject),misconceptions",564.0,0
cJXcK_P-zOQ,TEOREMA DELLA MEDIA,Focaccia Matematica,915,4,0,,135.0,1
480PvTx2U68,Dragon Ball Super - The Tournament Of Power In A Nutshell (Parody) [Xenoverse 2],GOWBuuzer,237590,3700,415,"dragon ball,DBZ,GT,super,AF,movie,OAV,episode,goku,vegeta,frieza,cell,majin buu,baby,gogeta,vegito,zamasu,goku black,ssj rose,beerus,bills,whis,vados,champa,hit,jiren,toppo,dyspo,zeno,zeno-sama,daishinkan,super saiyan,ssj,god,blue,kaioken,ultra instinct,limit breaker,PS4,PC,xenoverse 2,DLC,PSP,tenkaichi tag team,PS2,budokai tenkaichi 3,gameplay,trailer,hack,mod,texture,download,leaked",376.0,0
jwhFr5Ax3Fk,The Triple Monitor Mega MacBook!,Unbox Therapy,3764788,84851,2038,"unbox therapy,unboxtherapy,( ͡° ͜ʖ ͡°),tech,technology,gadgets,gadget,unboxing,review,unbox,therapy,new,youtube,ten one mountie,mountie,ipad laptop,ipad,iphone,apple,macbook,macbook pro,ipad air,ipad pro,ipad air 2,ipad mini,iphone 6,iphone 6s,iphone 7,iphone plus,iphone 6s plus,iphone 7 plus,mount,ipad mount,iphone mount,android,best,smartphone,samsung,vs,6s,apple iphone,things,innovation,invention,inventions,new inventions,tablet,cool gadgets",222.0,0
HswySJvxeuE,2019 World's Top 6 Latest Thinnest and Powerful Laptops 2019,GadgetGeeks,672563,3175,592,"thin laptop,2018 best laptop,2018 best hybrid laptop,light weight laptop,best gaming laptop,macbook,top 5,cheap gaming laptops,best gaming notebooks 2018,best gaming laptops 2018,gtx 1080,2-in-1,new,macbook pro,affordable gaming laptops,chromebook,best gaming laptop 2018,hp spectre x360,pc,hp,thin,top 10 best gaming laptops 2018,tech,technology",587.0,0
Ha18O3B6Eag,Super Mario Maker P-Break Speedrun -- Fastest Completion 472,CarlSagan42,35092,590,3,"Super Mario Maker,Speedrun",55.0,0
2I-_SV8cwsw,"integration by parts, DI method, VERY EASY",blackpenredpen,209413,5520,88,"Another way to set up the integration by parts,integral of x^2*sin(3x),integral of x^4*ln(x),integral of e^x*sin(x),integration by parts,IBP,DI methods,easiest integration by parts,blackpenredpen,steve chow at pierce college,Tabular Integration,integral of e^u*sin(u),integral of e^x*sinx,easy integration by parts,ibp,blackpenredpn,bprp integrals,math for fun",1019.0,1
bB52e6N8kjU,7 Best Laptop Accessories & Gadgets 2018 You Must Have,Tech Mooz,572780,6107,692,"Laptop Gadgets,Laptop Accessories,Laptop Stand,OmniHub,MacBook Laptop,Windows laptop,Laptop,Laptops,MOBICASE,laptop bag,VISTAR,The Moose,Moose,X6,Power Bank,CoreBook,Workstation Bag",690.0,0
WqmbA5k-_Eo,2018 MacBook Air Review/Is it worth it?,Rhett Arnold,80528,345,185,"macbookair,2018macbook,apple,talktime,newmacbook2018",335.0,0
-EtHF5ND3_s,Riemann's paradox:     pi = infinity minus infinity,Mathologer,2668510,33508,2062,"Mathologer,Mathematics,Math,Maths,paradox,Riemann,Riemann rearrangement theorem,infinity,infinite series,regrouping,associative,commutative,pi",718.0,1
u1EmWNY8km0,This is What Happens When You Sleep on The Competition,KoiandDragon,9624,152,12,"pokemon omega ruby and alpha sapphire,pokemon omega ruby and alpha sapphire battle,pokemon omega ruby battle,pokemon alpha sapphire battle,pokemon oras battle,wifi omega ruby,wifi alpha sapphire,pokemon oras,pokemon,KoiandDragon,wifi pokemon battles,wifi pokemon battles oras,Pokémon (TV Program),Pokémon (Video Game Series),Pokémon Omega Ruby And Alpha Sapphire,Pokémon (Brand)",1426.0,0
Q9Ybl-8S6-4,Metodi di Integrazione Numerica,francesco petracca,5423,21,4,Integrazione Numerica,425.0,1
FQkaH5ppFek,"Takagi & Ketra - L'esercito del selfie ft. Lorenzo Fragola, Arisa",TakagiKetraVEVO,120328712,446442,70371,"Columbia,L'esercito del selfie,Pop,Takagi & Ketra feat. Lorenzo Fragola,Arisa,vevo,vevo official,L'esercito del selfie vevo,L'esercito del selfie vevo official,Takagi & Ketra,Takagi & Ketra vevo,Takagi & Ketra vevo official",255.0,0
HbNYuOTaYFs,I Bought The $80 Starbucks Mug...,Dave Lee,960127,22984,1902,"Dave2D,Review,dave lee,mug,cup,coffee cup,coffee mug,ceramic mug,ember,starbucks,heater,phone app,hot mug,starbucks mug,starbucks coffee mug,best ceramic mug,best coffee mug",404.0,0
nJ539VsNq2s,2019 Top 6 Best Laptops to Buy,GadgetGeeks,3954186,15416,4479,"dell xps 13,best laptop 2018,best chromebook,best of,asus zenbook,best laptop,top 5,best laptops,acer,asus,digital trends,technology,news,zenbook,tech,2018,laptops 2018,top 5 laptops,best laptops 2018,best gaming laptop,laptops under $1000,best laptops in 2018,hp",550.0,0
Z49hXoN4KWg,sqrt(i),blackpenredpen,559661,12666,605,"sqrt(i),sqrt(i) as a complex number,i^(1/2),www.blackpenredpen.com,blackpenredpen,math for fun",542.0,1
U8O8R8-XRmQ,Ali-A's Minecraft Challenge: most wood collected - Guinness World Records,Guinness World Records,1729077,13835,4105,"60th Anniversary,guinness world records,guinnes,guiness,book,world record,breakers,setters,amazing,fastest,tallest man,shortest,most spiders,female legs,stretchiest skin,parallel parking,Ali-A,Alastair Aliken,Minecraft,Mojang,Record,Console,Video Game (Industry),Video Game Console (Invention),Gaming,Gamer,Gamer's Edition,gameplay",289.0,0
YQGotj43PqM,teorema della media DIMOSTRAZIONE,mariano di mauro,684,7,0,teorema della media DIMOSTRAZIONE,178.0,1
HxOusn13fqE,Il Volo - Canzone per te (Videoclip),IlVoloVEVO,17764867,75274,3210,"Canzone Italiana,Canzone per te,Columbia,Il Volo,Il Volo Canzone Per Te",236.0,0
XZSnRjDRrvY,BEST USB-C Hub / Dongle - What to buy??,Matt Granger,989406,10307,717,"matt,granger,matt granger,advice,photography,photo,tips,tutorial,DSLR,GYGO,get your gear out,USB,USB-c,thunderbolt,thunberbolt 3,vs,3.1,dongle,donglebook,macbook,mac,apple,adapter,dock,hyper,sanho,verbatim,air,2018,2017,2019,macbook pro,pro",1102.0,0
_Y9EZcw5zaA,PRONUNCIA INGLESE PER ITALIANI,john peter sloan,2202065,23389,792,"pronuncia,inglese,john,peter,sloan,instant,english,peronuncia inglese per italiani,john peter sloan,English,pronuncia inglese",590.0,1
qPrxInnjdvg,"Le idee fondamentali della fisica delle particelle, M.Mangano",INFN LNF - Laboratori Nazionali di Frascati,80622,427,22,"Physics (Idea),Particle Physics (Field Of Study),Istituto Nazionale Di Fisica Nucleare,CERN (Organization),Seminar (Type Of Conference),Standard Model (Idea)",4901.0,1
Jtpv39DeWpc,Robespierre e il Terrore,Treccani Scuola,8001,91,4,STORIA,280.0,1
y6fPilMJHsE,Il Calcolo Differenziale,Fisico Ph92,23734,256,19,"calcolo differenziale,l'universo della meccanica,meccanica,matematica,goldstein",1544.0,1
_BXYFubygkM,Reazioni chimiche,Agora Scienze Biomediche,36487,233,6,"scienze,biomediche,istruzione,video didattici,lezione,Agora,Lesina,Fraccacreta,medicina,reagenti,prodotti,stechiometria,bilanciamento,moli,molarità,reazione di sintesi,reazione di decomposizione,reazione di scambio semplice,reazione di doppio scambio,redox,ossidante,riducente,ROS,RNS,Haber-Weiss",1566.0,1
eIpFQGGuALc,Anteprima Beta World of Warcraft: Warlords of Draenor,ReHWolution,507,19,0,"fantasy,let's play world of warcraft,mekgineer thermaplugg,misha,naz'grel,nefarian,onyxia,razorgore the untamed,renault mograine,rend,rexxar,shandris feathermoon,stalvan mistmantle,sylvanas windrunner,the prophet skeram,thrall,tirion fordring,tyrande whisperwind",1202.0,0
5kpVl6YJzpk,Evoluzione dei modelli atomici,Giovanni Pacifico,18785,49,12,"giovanni pacifico,iti valitutti,iis parmenide,roccadaspide(sa),elettronica,atomo di bohr,modelli atomici,atomo",254.0,1
AwAVQ0RiwPw,Dalla fuga di Luigi XVI all'instaurazione della Repubblica,Treccani Scuola,6848,61,1,STORIA,313.0,1
ecaGFISlQXk,La Rivoluzione Francese,Duccio Incagli,16387,144,10,,320.0,1
MEysDZDzyIw,Introduzione alle equazioni chimiche,La Chimica per Tutti!,15179,314,6,"Chimica,lezioni di chimica,Chimica Generale,chimica inorganica,esercizi di chimica",698.0,1
3dIbFvX_zCE,Michelangeo Mangano - Viaggio all'interno dell'atomo,Liceo Scientifico Leonardo da Vinci - Maglie,2563,12,2,,4555.0,1
_ZB4aUMVKS0,OSSIDO-RIDUZIONI_1.mp4,Antonio Liperoti,50910,346,15,"ossidoriduzioni,lezionichimica,liperoti,oxide,reductions,oxidant,and,reductant,chemistry",544.0,1
d6c6uIyieoo,Riemann Hypothesis - Numberphile,Numberphile,2724313,38594,537,"numberphile,Riemann Zeta Function (Concepts/Theories),Bernhard Riemann (Author),Riemann Hypothesis (Idea),Leonhard Euler (Author),millennium problems,clay,Millennium Prize Problems,mathematics,edward frenkel",1024.0,1
zLAMv1vDSgo,L'atomo. Definizione e struttura. Riassunto per il Test di Medicina.,TD medicina,11881,183,4,"test medicina,test professioni sanitarie,test veterinaria,test ammissione,ammissione medicina,ammissione veterinaria,ammissione professioni sanitarie,facoltà a numero chiuso,atomo definizione,atomo struttura,atomo riassunto,elettroni e protoni,numero di massa,massa atomica,isotopi",634.0,1
wLpOb7vYwk0,reazioni di sintesi e decomposizione,Giovanna Fonda,30132,431,6,iMovie,287.0,1
Am8KoqLFLHg,IMPARARE L'INGLESE: 150 Frasi fondamentali in inglese per principianti 🇬🇧 🇬🇧 🇬🇧  ✔,Lingo Boltz,392687,3339,315,"corso di inglese,imparare l'inglese,frasi utili,frasi fondamentali,inglese,vocabolario,vacanze,frasi in inglese,150 frasi,corso gratis,audio,inglese per principianti,lezione,frasi essenziali,lingoboltz-it,lingoboltz-it-en",1754.0,1
0toqxbv3tRQ,La Rivoluzione Francese: il video completo,ScuolaInterattiva,200875,1210,79,"Scuola Interattiva,paolo scorzoni,video per la scuola media,mappe per apprendere,corso di storia,Rivoluzione,Francese,Robespierre,Danton,Marat",481.0,1
NCnYYuU-deE,Regola dell'incrocio,Giovanna Fonda,40044,581,8,iMovie,553.0,1
oc0M1o8tuPo,Indeterminate: the hidden power of 0 divided by 0,Mathologer,871661,15878,531,"Mathologer,Mathematics,Math,Maths,indeterminate form,0/0,zero divided by zero,infinity,Newton,calculus,paradox,indeterminate",753.0,1
GToOGb7B29Q,Introduzione Alla Fisica Moderna 1,physicsit,7263,40,2,"meccanica,quantistica",2919.0,1
Xq4cTfoGJ-Y,I LEGAMI CHIMICI spiegati in modo semplice,marina pescarmona,116311,448,58,"legame,ionico,covalente,elettronegatività,polarità,molecolare,legami,chimici,profpesca",628.0,1
QwlBZc9MrJA,"Cambridge English: Preliminary for Schools, Victoria and Chiara",Cambridge English,2200298,14989,703,"Cambridge English,Cambridge ESOL,ESOL,Cambridge,English,Language,Learning,Learn,Teaching,English Language,Language Acquisition,Education (Professional Field),English test,Test (assessment) English test,Test (assessment),Speaking,Listening,Reading,Writing,Lessons,School,Teacher,Student,English-language Learner,Exam,Educational,Cambridge University.,Students,Free,University Of Cambridge ESOL Examinations (Organization Member),PET,Preliminary for Schools",688.0,1
xUqjJce6d88,BIGnomi - Ugo Foscolo (Claudio Santamaria),RossoRampante,202964,2684,70,"BIGnomi,Rai,Ugo Foscolo,Claudio Santamaria,I sepolcri,Raul Cremona",255.0,1
At7OzVOtezA,La struttura dell'atomo - Lezione animata,carlodelauro,87839,556,40,"atomo,lezione,animazione,scuola,struttura,chimica,Atom (Literature Subject),atom,school,lesson,animation,Lessons,Teacher,Education,Students,Learn",199.0,1
0j4A2n3nRBg,Napoleone,ProfDellOrto,39530,530,56,"Napoleone,Bonaparte,didattica capovolta,scuola secondaria di primo grado,didattica 2.0,flipped classroom",527.0,1
c3lNmMxGDXE,come si bilancia una reazione,Giovanna Fonda,181676,4895,57,iMovie,481.0,1
kJzSzGbfc0k,What Is A Paradox?,Vsauce2,4776799,131183,5553,"vsauce,vsauce2,vsause,vsause2,What Is A Paradox,Paradox Definition,Paradox,Paradox Explained,Paradox Explaination,Types Of Paradoxes,Paradoxes,The Grandfather Paradox,Achilles and the Tortoise,Veridical Paradox,Falsidical Paradox,Antinomy,Monty Hall Problem,Monty Hall Paradox,Faint Young Sun Paradox,vsauce paradox,paradox vsauce,mind blow,vsauce 2,paradoxes in physics",872.0,0
RdV6Z4CbkXo,OSSIDO-RIDUZIONI - Bilanciamento con il Metodo delle Semireazioni_1.mp4,Antonio Liperoti,111635,612,30,"liperoti,ossidoriduzioni,bilanciamento,redox,lezionichimica,oxidereductios,lessonschemitry,balancechemicalreactio",644.0,1
VMSXrxoP_cY,Come ricordare i vocaboli in inglese,Matteo Salvo,228642,2446,199,"Inglese,Impara l'inglese,Matteo Salvo,P.A.V.",907.0,0
vQOby7llvjY,Le so tutte... o quasi - Il Collegio 2,Rai,1822021,19563,521,"Il collegio,collegio,aspiranti concorrenti,concorrenti,provini,anteprima,anteprime,prove,scuola,docufiction,reality,reality show,passato,1960,anni 60,60,1961,nuova edizione,nuova stagione,seconda stagione,seconda edizione,programma tv,video,puntata,puntate,puntata di ieri,ultima puntata,settembre 2017,settembre,2017,rai,rai2,rai 2,raidue,rai due",163.0,0
kUXNIkptIIk,Lezione 1a,Unicas - Ingegneria,116495,540,14,"Fisica generale,Ingegneria,Ingegneria industriale,Lezioni",3030.0,1
onzBYbPZwg0,Rivoluzione francese,Alessandra Guglielmetti,37637,347,28,,896.0,1
zPFGCvPF9mY,COMPOSTI CHIMICI - Idrossidi.mp4,Antonio Liperoti,64387,670,16,"liperoti,compostichimici,idrossidi,lezionichimica",699.0,1
FkdGNi94OYw,Il Calcolo Quantistico 2,physicsit,6336,59,5,"meccanica,quantistica",2306.0,1
-dhHrg-KbJ0,e to the pi i for dummies,Mathologer,1672942,36462,978,"Mathologer,Mathematics,Math,Maths,Euler's identity,e to the pi i,e^pi*i=-1,Euler's formula,exponential function,compound interest,Gelfond's constant,e to the pi,2.718,Pi,The Simpsons,Homer Simpson,Homer cubed,e to the i pi,proof",951.0,1
AhPQdOdnM2M,REAZIONI CHIMICHE Classificazione-3.mp4,Antonio Liperoti,22516,136,2,"liperoti,reazionichimiche,lezionichimiche",492.0,1
2nAnT3PASak,British vs American | English Pronunciation Lesson,Anglo-Link,6133813,59134,2075,"British,American,British Pronunciation,American Pronunciation,British vs American,American vs British,British Pronunciation Lesson,American Pronunciation Lesson,English Lesson,English,English speaking lesson,Speaking,Accent,British Accent,American Accent,British vs American Accent",402.0,1
qfsXr4Wirj8,I° Lezione di Chimica Modelli e Orbitali Atomici,Giuliano Messina,59918,239,30,,806.0,1
2nssGKBJbaM,la presa della bastiglia,didatticait,19777,115,1,,475.0,1
sD0NjbwqlYw,Visualizing the Riemann hypothesis and analytic continuation,3Blue1Brown,1597500,35197,417,"analytic continuation,complex analysis,three brown one blue,zeta function,Riemann hypothesis,three,mathematics,Riemann zeta function,math,brown,3 brown 1 blue,3b1b,Riemann,blue,3brown1blue,one",1331.0,0
81pTSn6xsJA,COMPOSTI CHIMICI - Sali - 1 di 4.mp4,Antonio Liperoti,126646,785,27,"liperoti,compostichimici,sali,lezionichimica",557.0,1
PRf6iP-v6vI,"John Peter Sloan, ""English Express"" - Preposizioni",Libri Mondadori,77992,461,17,"English Language (Language In Fiction),Pronunciation (Website Category),john peter sloan,english express,corso inglese,preposizioni inglesi",299.0,0
KPpC3qVE5PQ,La Rivoluzione francese - III parte. Il Terrore e il Termidoro,Marco Colonna,11205,77,8,,410.0,1
Y4WObfOWNys,Bilanciamento Reazione Redox Metodo Semireazioni,ilprofdiscienze,61813,695,13,"Chimica,semireazioni,redox,ossidazione,riduzione,bilanciamento,esercizi,ripetizioni,aiuto,scuola,tutorial",348.0,1
VTveQ1ndH1c,The Key to the Riemann Hypothesis - Numberphile,Numberphile,729180,10270,135,"numberphile,riemann hypothesis,prime,l-functions,modular forms",758.0,1
PltkCwau98w,2016 01 16 Prof Vittorio Elia: chimico-fisica delle soluzioni ultradiluite,LUIMO channel,1385,16,1,,5975.0,1
Gp3AORwr7bU,La Rivoluzione Francese,ProfDellOrto,9606,154,7,"rivoluzione francese,scuola media,scuola secondaria di primo grado,il Settecento,storia della Francia,Robespierre,didattica 2.0,flipped classroom,didattica capovolta,storia moderna,storia",1179.0,1
yZ0IwscaGCM,Perfect English Accent - Il Perfetto Accento Inglese,SuperPerfectEnglish,166127,1283,76,"inglese,accento inglese,pronuncia inglese,impara l'inglese,fonetica inglese,il perfetto inglese,english,english accent,pronunciation,phonetics,learning english,accent,perfect english,perfect accent",635.0,1
JI7hCC4Mv8k,"27   La realtà, talvolta, non è locale",AndreA BolzonellA,7462,88,5,"EINSTEIN,RELATIVITà,QUANTISTICA",1338.0,1
YRgM1wSwtN8,Termodinamica chimica,Agora Scienze Biomediche,40836,374,9,"scienze,biomediche,istruzione,video didattici,lezione,Agora,Lesina,Fraccacreta,medicina,entalpia,entropia,Gibbs,energia di attivazione,enzimi,esotermica,endotermica,esoergonico,endoergonico,spontateo,non spontaneo",1172.0,1
mJz1DUUZ4VE,LA RIVOLUZIONE FRANCESE,Historical EYE,124893,2556,64,"historicaleye,rivoluzione francese,appunti rivoluzione francese,storia contemporanea,riassunti rivoluzione francese,rivoluzione,francese,appunti storia contemporanea,storia,riassunto rivoluzione,riassunto,storia riassunto,la rivoluzione francese,che cos'è la rivoluzione francese ?,lezione rivoluzione francese,lezione,ghigliottina,marsigliese",921.0,1
GItmC9lxeco,Poincaré Conjecture - Numberphile,Numberphile,1357379,14801,385,"numberphile,Poincaré Conjecture (Idea),perelman",532.0,1
K4CoMMxQ_R8,OSSIDO-RIDUZIONI - Bilanciamento con il Metodo del N° di Ossidazione_1.mp4,Antonio Liperoti,171888,1678,35,"ossidoriduzioni,bilanciamento,numero di ossidazione,lezionichimica,liperoti,oxide,reductions,balance,the,chemical,reaction,withthe,numeroxidatiomethod,oxidation,numbers",565.0,1
WIUO8FDaLJA,"Bosone di Higgs: Spiegazione semplice della ""dannata"" particella di Dio! W/Kuiper",Domi Sernio,79326,660,111,"Domi Sernio,Kuiper,Astronomia,Universo,Bosone di Higgs,Campo di Higgs,Particella di Dio,Modello Standard,Particelle,Acceleratori,Cern,Lhc,Atlas,Cms,Infn,Lep,Media Inaf,Spiegazione Bosone di Higgs,2016,News,Higgs,Astronomy,Universe,Boson,Peter Higgs,Quark,Leptoni,Elettroni,Fotoni,Gluoni,Particelle-Messagero,Componenti Elementari Della Luce",481.0,1
0uYOC09peyk,XXII - II La Rivoluzione Francese | C'era una volta l'Uomo (Conosciamoci un po').avi,Adelchi86,56569,229,12,"albert barillè,c'era una volta l'uomo,conosciamoci un po',rivoluzione francese,Luigi XIV,Louis XIV,Lady Oscar,Il était une fois... l'Homme,Marie Antoinette,Robespierre,1789,children education,programma ragazzi istruzione,storia history,napoleon,napoleone bonaparte,campagna di russia",817.0,1
bTn66fbOtOA,Prima lezione di CHIMICA (prof. Roberto Purrello),zammù multimedia - Università di Catania,49868,336,19,"Chimica,Scienze chimiche,Roberto Purrello,Prima lezione di...,Chemistry (Field Of Study),tavola periodica degli elementi,Università di Catania",3375.0,1
QKnPsHAWrpw,Osservare il passato remoto dell'Universo,INFN LNF - Laboratori Nazionali di Frascati,45888,243,18,"Universe (Quotation Subject),Physics (Field Of Study),INFN",3771.0,1
ekr3xXj6Cws,La rivoluzione francese,Ugo Tramontano,18491,173,14,,405.0,1
Oz_9PMI8U0Y,Learn English: The 20-Minute Method,English Jade - Learn English (engVid),1294184,22652,567,"learn English,English,ESL,English grammar,vocabulary,English vocabulary,engVid,speak English,accent,British accent,British English,lessons,IELTS,TOEFL,TOEFL iBT,TOEIC,anglais,inglese,inglés,Englisch,англи́йский,angielski,engleză,anglicky,αγγλικά,İngilizce,إنجليزي,Inggris,Angol,EnglishLessons4u,Ronnie,EnglishTeacherEmma,Emma,TESOL,TESL,TEFL,spoken english,speaking skills,presentation skills,public speaking,native speaker,english tips,tips,speed reading",528.0,0
xBzO_tFkvkc,Derivate in 15 minuti,Redooc - Matematica,50469,518,32,"matematica,analisi,analisi 1,esame di analisi,derivate analisi,derivate matematica,derivate esame matematica,derivate compito,compito sulle derivate,cosa sono le derivate,derivate spiegazione,spiegazione derivate,appunti derivate,derivate cosa sono,funzione",900.0,1
kagWliivBao,Test Medicina 2017: Chimica - Le reazioni chimiche e le ossidoriduzioni,Test Medicina,8222,38,4,"Test medicina 2017,chimica,reazioni chimiche,ossidoriduzioni,preparazione,test medicina",1560.0,1
0Oazb7IWzbA,Why -1/12 is a gold nugget,Numberphile,1798127,24402,575,"numberphile,Gold Nugget,Riemann Zeta Function (Concepts/Theories),Riemann Sum (Namesake)",917.0,1
Sl3sWe53YXk,Le 10 Regole per assegnare il Numero di Ossidazione,Stepwise Chemistry,29496,375,3,"stepwise,chemistry,step,wise,chimica,chem,facile,easy,study,studio,scienza,science,numero di ossidazione,oxidation number,tutorial,tut,how to,come assegnare il numero di ossidazione,bilanciamenti,Oxidation State,balancing,Math",318.0,1
AkSPhZsXXqo,L'ENIGMA DELLA GRAVITÀ,GiovediScienza,77088,428,62,,4718.0,1
SPmKyg0249I,Rivoluzione francese per immagini,Davide Alpi,247,5,1,,577.0,1
Js5TSCCK3bw,"John Peter Sloan, ""English Express"" - Tempi verbali",Libri Mondadori,258882,1636,51,"English Language (Language In Fiction),john peter sloan,english express,corso inglese,verbi inglese",369.0,1
rwFKa-dm4oI,Nomenclatura chimica,Agora Scienze Biomediche,46710,382,16,"scienze,biomediche,istruzione,video didattici,lezione,Agora,Lesina,Fraccacreta,medicina,numero di ossidazione,Lewis,ossidi,idrossidi,ossiacidi,sali,neutri,acidi,basici,doppi,idracidi,perossidi",1328.0,1
YmCZglIgkCE,La rivoluzione francese,Gliassistenti Diulisse,25353,328,22,"Animated Clip,Animated Videos,PowToon for Business,Animated Presentation,Make your own animation,Presentation software,Explainer video,PowToon",172.0,1
O4ndIDcDSGc,Gödel's Incompleteness Theorem - Numberphile,Numberphile,923399,21562,350,"numberphile,Gödel's Incompleteness Theorem,kurt godel,Marcus du Sautoy",833.0,1
hzpCwzaP38U,Il Numero di Ossidazione - parte 1,Marco Maggioni,18264,268,8,"numero,ossidazione,chimica,inorganica,elettronegatività,valenza,n.o.,Oxidation State,Chemistry (Field Of Study),redox",410.0,1
GwkwMYgcttI,Due Numeri sacri,The Planetary System,26391,400,28,"Pi greco,Sezione aurea,Psicogeometria",1635.0,1
